Trading Code,Company Name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change(%),52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
SQURPHARMA,Square Pharmaceuticals Ltd.,212.20,212.20,3:45 PM,211.70 - 214.90,-0.7,67.11,-0.33%,207.70 - 251.90,214.90,"316,008.00",212.90,"1,014",212.90,"188,725.420","10,000.00",,"8,864.51",Equity,10.0,1,"886,451,011",Pharmaceuticals & Chemicals,"Square Centre, 48, Mohakhali C/A, Dhaka - 1212","8833047-56, 9859007",9853896,cs@squaregroup.com,http://www.squarepharma.com.bd,,,,
SSSTEEL,S. S. Steel Limited,17.00,17.00,3:45 PM,16.90 - 17.40,-0.1,13.13,-0.58%,16.00 - 28.60,17.40,"770,672.00",17.10,534,17.10,"5,619.628","5,000.00","17 Jan, 2019","3,286.33",Equity,10.0,1,"328,633,200",Engineering,"The Pearl Trade Center, Cha - 90/3 Pragati Sarani, North Badda, Dhaka-1212",+88-02-222297544  &  +88-02-222292346 Ext-102,88 02 9815968,"mostafizur.rahman@sssteel.biz , info@sssteel.biz",http://www.sssteel.biz,Md. Mostafizur Rahman,+8801717406280,+88-02-222297544  &  +88-02-222292346 Ext-102,mostafizur.rahman@sssteel.biz
STANCERAM,Standard Ceramic Industries Ltd.,155.30,155.30,3:45 PM,152.40 - 162.30,-0.2,4.68,-0.13%,122.00 - 267.20,162.30,"30,160.00",155.50,268,155.50,"1,004.631",100.00,,64.61,Equity,10.0,1,"6,460,650",Ceramics Sector,"Amin Court  (3rd Floor ), 62 - 63, Motijheel C/A, Dhaka - 1000","+880-2-223381947-8, Ext-14",+880-2-223381950,info@standardceramic.net,http://www.standardceramic.net,Jamal Uddin Bhuiyan,01575648846,880-2-223381947-8 Ext-14,info @standardceramic.net
STANDARINS,Standard Insurance Limited,48.70,48.70,3:45 PM,46.50 - 51.80,1.3,1.39,2.74%,46.50 - 104.00,51.80,"28,804.00",47.40,56,47.40,"2,052.258","1,000.00",,432.97,Equity,10.0,1,"43,296,592",Insurance,"Civil Engineer\'s Bhaban, 69, Mohakhali C/A, (5th Level), Dhaka-1212, Bangladesh.","02222280707, 02222281435, 02222288548",58812756,info@standardinsurance.com.bd,http://www.standardinsurance.com.bd,Mohammad Kowser Munshi,01819-260838,"02222280707, 02222281435, 02222288548  (Ext-102)",kowser@standardinsurance.com.bd
STANDBANKL,Standard Bank Limited,8.90,8.90,3:45 PM,8.90 - 9.00,0,2.55,0.00%,8.80 - 11.90,8.90,"285,424.00",8.90,51,8.90,"9,177.151","15,000.00",,"10,311.40",Equity,10.0,1,"1,031,140,557",Bank,"Metropoliton Chamber, 122 - 124 Motijheel C/A (3rd Floor),  Dhaka - 1000","(8802) 7175698, 7169134, 9558375","88 - 02 - 7176367, 7169078",share@standardbankbd.com,http://www.standardbankbd.com/,"Md. Ali Reza, FCMA, CIPA (Acting Company Secretary)",01999055536,,board@standardbankbd.com
STYLECRAFT,Stylecraft Limited,110.60,108.90,3:45 PM,108.50 - 113.50,-0.1,3.83,-0.09%,92.80 - 210.00,113.50,"34,882.00",110.70,286,110.70,"1,537.042",500.00,,138.85,Equity,10.0,1,"13,884,750",Textile,"Red Crescent Concord Tower 14th Floorrn17, Mohakhali C/ArnDhaka-1212, Bangladesh","222293523, 222285127, 222260872",,mahimtanim3429@gmail.com,http://www.stylecraftltd.com,Mr. Edmund Guda,01711527578,222260343 -extension-104,gudaedmund@yahoo.com;
SUMITPOWER,Summit Power Limited,35.20,35.20,3:45 PM,35.00 - 35.90,-0.1,8.22,-0.28%,35.00 - 52.10,35.30,"232,629.00",35.30,358,35.30,"37,696.067","15,000.00",,"10,678.80",Equity,10.0,1,"1,067,877,239",Fuel & Power,"Summit Centre (9th floor), 18, Karwan Bazar C/A, Dhaka-1215","'[+8802] 55012255-59,  Ext - 151, 500, 255,  01708804819",55012260,'spl.investorrelations@summit-centre.com,http://www.summitpowerinternational.com/SPL,Swapon Kumar Pal FCA,01711 623 171,"+8802] 55012255-59, Ext. - 148",swapon.pal@summit-centre.com
SUNLIFEINS,Sunlife Insurance Company Limited,58.10,58.10,3:45 PM,56.60 - 58.40,0.4,51.79,0.69%,31.00 - 59.00,58.00,"900,117.00",57.70,874,57.70,"2,063.392",500.00,"31 Jan, 2013",357.61,Equity,10.0,1,"35,760,690",Insurance,"BTA Tower, 29 Kemal Ataturk Avenue, Road No-17. Banani. Dhaka",9821562 9821563 9821564,9821565,sunlife@dtechltd.com,http://www.sunlifeinsbd.com,Md Abdul Aziz,'01717209439,9821562 9821563 9821564 Ext: 107,aziz515215@gmail.com
TAKAFULINS,Takaful Islami Insurance Limited,47.60,47.60,3:45 PM,47.50 - 49.40,-0.8,2.43,-1.65%,47.50 - 82.90,49.00,"50,793.00",48.40,128,48.40,"2,061.210","1,000.00",,425.87,Equity,10.0,1,"42,586,977",Insurance,"Monir Tower(7th, 8th, & 9th Floors),167/1, DIT Extension Road, Motijheel (Fakirapool), Dhaka-1000",41070071-3,88-02-41070083,takaful@dhaka.net,http://www.takaful.com.bd,Mohammad Shaheen Miah,01711-409253,PABX : 41070071-3 (Ext. 104)    41070084 (Direct),takaful@ dhaka.net
TALLUSPIN,Tallu Spinning Mills Ltd.,10.60,10.60,3:45 PM,10.60 - 11.00,-0.2,4.35,-1.85%,7.30 - 16.40,10.90,"406,742.00",10.80,178,10.80,964.822,"2,000.00",,893.35,Equity,10.0,1,"89,335,375",Textile,"South Avenue Tower(6th Floor),House# 50, Road# 03, Gulshan-1, Dhaka-1212.","88-02-222262803, 88-02-222260264, 88-02-222260458",88-02-222262803,companysecretary.btg@gmail.com,http://www.tsml.com.bd,"Mohammad Zaman, ACS, LL.M",8801726128969,"88-02-222262803, 88-02-222260264, 88-02-222260458",companysecretary.btg@gmail.com
TAMIJTEX,Tamijuddin Textile Mills Limited,185.20,185.20,3:45 PM,185.20 - 195.00,-3.7,2.97,-1.96%,70.20 - 309.90,195.00,"15,970.00",188.90,151,188.90,"5,679.234",350.00,"13 Jun, 2021",300.65,Equity,10.0,1,"30,064,767",Textile,"Anabil Tower, 14th & 15th Floor, Plot:03, Block#NW (J), kema| Ataturk Avenue, Gulshan-02, Dhaka-1212.",09639203070,0,cs.tamijtextile@gmail.com,http://www.tamijuddintextile.com,Bidyut Kumar Roy,01755555257,09639203070,cs.tamijtextile@gmail.com
TITASGAS,Titas Gas Transmission & Dist. Co. Ltd.,42.50,42.50,3:45 PM,42.50 - 43.80,-0.8,154.15,-1.85%,34.80 - 51.80,43.70,"3,597,549.00",43.30,"1,641",43.30,"42,833.305","20,000.00",,"9,892.22",Equity,10.0,1,"989,221,831",Fuel & Power,"Titas Gas Bhaban, 105 Kazi Nazrul Islam Avenue, Karwan Bazar C/A, Dhaka-1215","88-02-58156597 PABX: 8125110/301, 88-02-9129943",88-02-8142250,share@titasgas.org.bd,http://www.titasgas.org.bd,Mahmudur Rab,01939-921019,88-02-58156597 PABX: 8125110/301,gm.corporate@titasgas.org.bd
TOSRIFA,Tosrifa Industries Limited,23.10,23.10,3:45 PM,22.50 - 23.90,0.2,8.20,0.87%,16.40 - 26.10,23.10,"353,570.00",22.90,376,22.90,"1,556.859","1,000.00","17 Jun, 2015",679.85,Equity,10.0,1,"67,985,119",Textile,"Holding No # 4/2 A, Plot 49 & 57, 135 Gopalpur, Munnu Nagar, Tongi, Gazipur.",'+8809617888777 Ext.806,880-2-9817743,sohel.rana@ntg.com.bd; nabil@ntg.com.bd,http://www.til.com.bd,Hayder Ali,'01817036560,'+8809617888777 Ext.105,hayder@ntg.com.bd
TRUSTB1MF,Trust Bank 1st Mutual Fund,5.70,5.60,3:45 PM,5.60 - 5.70,0,1.47,0.00%,5.30 - 8.10,5.70,"260,613.00",5.70,67,5.70,"1,730.444",-,,"3,035.86",Mutual Fund,10.0,1,"303,586,675",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
TRUSTBANK,Trust Bank Limited,34.30,34.30,3:45 PM,33.50 - 35.00,0.6,1.02,1.78%,30.40 - 40.00,33.50,"30,209.00",33.70,80,33.70,"23,846.982","10,000.00",,"7,076.26",Equity,10.0,1,"707,625,576",Bank,"Shadhinata TowerrnBir Srestha Shaheed Jahangir GaternDhaka Cantonment, Dhaka-1206","9850638,  44870030-2, 44870014, 44870041, 44870006",44870051,info@tblbd.com,http://www.tblbd.com,"Mr. Md. Mizanur Rahman, FCS",'01730795597,44870030-2 (Ext-2010),mizanur.ra@tblbd.com
TUNGHAI,Tung Hai Knitting & Dyeing Limited,5.90,5.90,3:45 PM,5.80 - 6.10,0.1,1.51,1.72%,5.10 - 9.00,6.10,"256,246.00",5.80,92,5.80,618.588,"1,500.00","01 Sep, 2014","1,066.53",Equity,10.0,1,"106,653,030",Textile,"30/2, Darus Salam Road,rnIndustrial Plot# 2C/1-BrnMirpur-1, Dhaka-1216, Bangladesh.","+88-02-9006502-3, +88-02-9010398",+88-02-9006501,thkdl2020@gmail.com,,,,,
UCB,United Commercial Bank Ltd.,13.20,13.40,3:45 PM,13.00 - 13.50,0,3.37,0.00%,13.00 - 18.20,13.00,"253,531.00",13.20,147,13.20,"18,562.324","15,000.00",,"14,062.40",Equity,10.0,1,"1,406,236,643",Bank,"Bulus Center, Plot- CWS(A)-1, Road-34, Gulshan Avenue, Gulshan- Dhaka-1212.","02-55668070, Ext. 7402-7407",02-58814344,bsd@ucb.com.bd,http://www.ucb.com.bd,"ATM Tahmiduzzaman, FCS",01847350507,02-55668070 Ext. 7402-7407,atm.tahmiduzzaman@ucb.com.bd
UNILEVERCL,Unilever Consumer Care Limited,"2,832.00","2,825.80",3:45 PM,"2,821.50 - 2,833.00",3,0.21,0.11%,"2,751.00 - 3,439.50","2,821.50",75.00,"2,829.00",9,"2,829.00","34,079.404",200.00,,120.46,Equity,10.0,1,"12,046,449",Food & Allied,"Shanta Forum (10th Floor), 187-188/B, Bir Uttam Mir Shawkat Sarak, Dhaka-1208.",+8801324438744,,UCL.Bangladesh-info@unilever.com,https://www.unilever.com/UCL-bd.html,Mr. Mohammad Naharul Islam Molla,+8801709654315,,Mohammad-Naharul.Molla@unilever.com
UNIONBANK,Union Bank Limited,9.50,9.50,3:45 PM,9.50 - 9.70,-0.1,19.97,-1.04%,9.40 - 14.60,9.60,"2,095,013.00",9.60,983,9.60,"9,474.564","10,000.00","26 Jan, 2022","9,869.34",Equity,10.0,1,"986,933,760",Bank,"Bahela Tower, 72, Gulshan Avenue, Gulshan -1, Dhaka-1212",'+880-02-222297310,'+880-02-222280523,info@unionbank.com.bd,http://www.unionbank.com.bd,Ali Hossain Bhuiyan,01313418940,'+880-02-222280523,bcs@unionbank.com.bd
UNIONCAP,Union Capital Limited,7.00,7.00,3:45 PM,6.90 - 7.00,0.1,1.77,1.45%,6.60 - 16.20,7.00,"253,409.00",6.90,77,6.90,"1,190.760","2,000.00",,"1,725.74",Equity,10.0,1,"172,573,843",Financial Institutions,"bti Landmark, Level-08, Plot-16rnGulshan Avenue, Gulshan-01rnDhaka-1212, Bangladesh",880(2)48811505-09,880(2)48811510,mailbox@unicap-bd.com,http://www.unicap-bd.com,Md. Abdul Hannan,01912132016,+880 (2) 4881 1505-09,han nan@unicap-bd.com
UNIONINS,Union Insurance Company Limited,33.70,33.70,3:45 PM,33.70 - 34.50,-0.6,2.68,-1.75%,11.00 - 68.00,33.90,"78,932.00",34.30,527,34.30,"1,660.198","1,000.00","16 Jan, 2022",484.02,Equity,10.0,1,"48,402,260",Insurance,"DR Tower(15th floor), 65/2/2 Box Culvert Road, Purana Paltan, Dhaka-1000",02-55112914-19,02-55112913,info@unioninsurancebd.com,http://www.unioninsurancebd.com,Mr. Shafquat Moula,01819491657,,shafquat.moula@gmail.com
UNIQUEHRL,Unique Hotel & Resorts Limited,55.90,55.90,3:45 PM,55.70 - 57.50,-0.9,14.30,-1.58%,41.90 - 77.90,56.20,"254,109.00",56.80,540,56.80,"16,721.920","10,000.00","02 Jul, 2012","2,944.00",Equity,10.0,1,"294,400,000",Travel & Leisure,"Borak Mehenur (Level- 16), 51/B, Kemal Ataturk Avenue, Banani, Dhaka-1213.",880-2-9885116-23,880-2-222254894,info@uhrlbd.com,http://www.uhrlbd.com,Md. Sharif Hasan FCS,8801708800887,"880-2-222285116-23,  Ext-1607",sharif@uhrlbd.com
UNITEDFIN,United Finance Limited,15.80,15.80,3:45 PM,15.70 - 15.90,-0.1,1.30,-0.63%,15.30 - 28.40,15.80,"82,077.00",15.90,135,15.90,"2,975.122","3,000.00",,"1,871.15",Equity,10.0,1,"187,114,614",Financial Institutions,"Camellia House, 22 Kazi Nazrul Islam Avenue, Dhaka-1000",09613852852 (Ext- 1006 & 1004),9662596,webmail@unitedfinance.com.bd,http://www.unitedfinance.com.bd,Ms. Sharmi Noor Nahar,01714070380,09613852852 (Ext- 1005),sharmi@unitedfinance.com.bd
UNITEDINS,United Insurance Company Ltd.,44.90,44.90,3:45 PM,44.90 - 46.90,-0.9,0.51,-1.97%,41.20 - 74.80,46.50,"11,333.00",45.80,101,45.80,"2,038.100",500.00,,445.00,Equity,10.0,1,"44,500,000",Insurance,"Camellia House, 22  Kazi Nazrul Islam Avenue, Dhaka - 1000","880-2-58315935, '880-2-58315936","880-2-58614475, 880-2-58614475, 880-2-58615351",imran@unitedinsurance.com.bd,http://www.unitedinsurance.com.bd,Md. Imran Hasan ACS,01711801621,"880-2-58611720-22, 880-2-58615351, 880-2-58614476    Ex-227",cs@unitedinsurance.com.bd
UPGDCL,United Power Generation & Distribution Company Ltd.,238.50,238.50,3:45 PM,236.80 - 239.70,0.7,2.69,0.29%,236.40 - 313.60,238.00,"11,279.00",237.80,151,237.80,"137,851.535","10,000.00","05 Apr, 2015","5,796.95",Equity,10.0,1,"579,695,270",Fuel & Power,"United House, Madani Avenue, United City, Dhaka-1212.","09666700900, Ext-3034",nil,"mostak.ahmmed@united.com.bd,  elias@united.com.bd, atiq@united.com.bd",http://www.unitedpowerbd.com,"Mr. Mostak Ahmmed, FCA",01847413890,"+88 09666 700900, Ext-3004",mostak.ahmmed@united.com.bd
USMANIAGL,Usmania Glass Sheet Factory Limited,77.90,77.90,3:45 PM,77.90 - 79.70,-1.5,9.52,-1.89%,49.00 - 86.60,77.90,"122,140.00",79.40,221,79.40,"1,382.425",500.00,,174.11,Equity,10.0,1,"17,410,900",Miscellaneous,"Head Office: Bangladesh Chemical Industries Corporation, BCIC Bhaban, 30-31, Dilkusha, Dhaka- 1000 rnRegistered Office: Kalurghat Heavy I/A, P/O Chandgaon, Chattogram - 4212","(88031) 670430, 670431 (ctg)",880 - 031 - 670308,info@ugsflbd.com,http://www.ugsflbd.com,,,,
UTTARABANK,Uttara Bank Limited,23.30,23.40,3:45 PM,23.20 - 23.50,-0.2,9.97,-0.85%,22.50 - 29.50,23.50,"426,944.00",23.50,295,23.50,"15,127.868","10,000.00",,"6,437.39",Equity,10.0,1,"643,739,063",Bank,"47, Shahid Bir Uttom Asfaqus Samad Sarak, Motijheel C/A, Dhaka-1000","9552114, 9551162",88-02-9561392,pa.md@uttarabank-bd.com,http://www.uttarabank-bd.com,Iftekhar Zaman,01991144014,9551162  Ext.-1143,board@uttarabank-bd.com
UTTARAFIN,Uttara Finance and Investments Limited,34.50,34.50,3:45 PM,34.20 - 34.90,-0.2,0.11,-0.58%,33.50 - 56.00,34.20,"3,163.00",34.70,20,34.70,"4,562.408","5,000.00",,"1,314.82",Equity,10.0,1,"131,481,504",Financial Institutions,"Head Office: Jiban Bima Tower (6th Floor),  10, Dilkusha C/A,  Dhaka - 1000. rnCorporate Office (Extension) : Uttara Centre (11th Floor), 102 Shahid Tajuddin Ahmed Sarani, Tejgaon, Dhaka-1208.",'+880-2-41025093-97,'+880-2-41025100,ufilshare2015@gmail.com,http://www.uttarafinance.biz,"Md. Jakir Hossain, FCA",0171-3117606,+880-2-8170281-85 ext.115,jakir357@hotmail.com
VAMLBDMF1,Vanguard AML BD Finance Mutual Fund One,7.30,7.30,3:45 PM,7.20 - 7.40,0.2,0.00,2.82%,7.00 - 11.80,7.40,459.00,7.10,10,7.10,740.672,-,"17 Jan, 2016","1,043.00",Mutual Fund,10.0,1,"104,320,000",Mutual Funds,"Symphony (Level 6), Plot:SE (F)9, Road: 142, South Avenue, Gulsan-1, Dhaka-1212",+88 02 9840862,+88 02 9840863,info@vanguardaml.com,http://www.vanguardaml.com,,,,
VAMLRBBF,Vanguard AML Rupali Bank Balanced Fund,7.40,7.40,3:45 PM,7.40 - 7.40,0,-,0.00%,6.70 - 10.40,7.40,5.00,7.40,1,7.40,"1,174.713",-,"05 Dec, 2016","1,587.45",Mutual Fund,10.0,1,"158,745,000",Mutual Funds,"Symphony (Level 6), Plot:SE (F)9, Road: 142, South Avenue, Gulsan-1, Dhaka-1212",+88 02 9840862,+88 02 9840869,info@vanguardaml.com,http://www.vanguardaml.com,,,,
VFSTDL,VFS Thread Dyeing Limited,22.30,22.30,3:45 PM,22.10 - 23.00,-0.2,20.51,-0.89%,17.60 - 31.30,22.60,"910,324.00",22.50,519,22.50,"2,375.551","2,000.00","09 Sep, 2018","1,055.80",Equity,10.0,1,"105,580,055",Textile,"House # 257 (3rd Floor),Road # 03. Baridhara DOHS, Dhaka -1206",+88 02 8419542,+8802-8414678,cfo@vfsthread.com,http://www.vfsthread.com,Golam Kibria,01993339199,+88 02 8419542,accounts@vfsthread.com
WALTONHIL,Walton Hi-Tech Industries PLC,"1,060.50","1,060.50",3:45 PM,"1,051.00 - 1,069.00",4.8,2.17,0.45%,"1,016.00 - 1,524.00","1,052.50","2,047.00","1,055.70",190,"1,055.70","319,801.452","6,000.00","23 Sep, 2020","3,029.28",Equity,10.0,1,"302,928,343",Engineering,"Plot # 1088, Block # I, Road # Sabrina Sobhan 5th Avenue, Bashundhara, Vatara, Dhaka-1229.",+8809606-555555,+8809606-555550,cswhil@waltonbd.com,http://www.waltonhil.com,"Md. Rafiqul Islam, FCS",01678863444,+8809606-555555,cswhil@waltonbd.com
WATACHEM,Wata Chemicals Limited,208.00,207.90,3:45 PM,207.60 - 209.50,-2.4,1.96,-1.14%,200.00 - 369.10,208.50,"9,390.00",210.40,125,210.40,"3,118.679",150.00,"14 May, 2014",148.23,Equity,10.0,1,"14,822,618",Pharmaceuticals & Chemicals,"17/B (3rd Floor), Monipuripara, Sangshad Avenue, Dhaka-1215","58152001, 8155206",+880-2-58155091,watachemical@gmail.com,http://www.watachemicals.com,,,,
WMSHIPYARD,Western Marine Shipyard Limited,11.20,11.20,3:45 PM,11.20 - 11.60,-0.2,4.25,-1.75%,9.50 - 17.50,11.40,"376,441.00",11.40,315,11.40,"2,681.323","6,000.00","02 Nov, 2014","2,352.04",Equity,10.0,1,"235,203,769",Engineering,"Amin Future Park (7th floor),rn1440/A Strand Road, Chittagong-4100","+880 31 253 0035-7, 2513056",+880 31 253 0038,wms@wms.com.bd,http://www.wms.com.bd,,,,
YPL,Yeakin Polymer Limited,20.20,20.20,3:45 PM,18.50 - 20.50,1.4,105.23,7.45%,9.60 - 26.60,18.50,"5,523,999.00",18.80,"2,547",18.80,"1,385.538","1,000.00","22 Sep, 2016",736.99,Equity,10.0,1,"73,698,817",Engineering,"23/6, Mirpur Road, Rupayan Shelford, 15th FloorrnSuit # G-14, ShamolyrnMohammadpur, Dhaka","+88 02 51000207,",+88 02 51000206,info@yeakinpolymerbd.com,http://www.yeakinpolymerbd.com,Md. Akhtaruzzaman,+88 01300023257,+88 02 51000207 Ext-805,cs@yeakinpolymerbd.com
ZAHEENSPIN,Zaheen Spinning Limited,12.40,12.40,3:45 PM,12.40 - 12.80,-0.2,33.40,-1.59%,7.60 - 14.00,12.40,"2,683,335.00",12.60,422,12.60,"1,434.237","4,000.00","25 Mar, 2015","1,138.28",Equity,10.0,1,"113,828,368",Textile,"House # 59/A (6th &7th Floor), Road # 12/A, Dhanmondi, Dhaka-1209.",+8802-8191588,+8802-8191522,info@zaheenspinningltd.com,https://zaheenspinningltd.com/ltd/index.php?id=60,Md.Mohin Uddin,+8801705430311,+8802-8191522,mohin@zaheenspinningltd.com
ZAHINTEX,Zahintex Industries Limited,9.10,9.10,3:45 PM,9.10 - 9.10,-0.1,0.58,-1.09%,6.80 - 11.60,9.10,"63,839.00",9.20,21,9.20,752.823,"1,200.00",,818.29,Equity,10.0,1,"81,828,549",Textile,"House # 06, Road # 13, Sector # 03, Uttara Model Town, Uttara, Dhaka.","8932813, 8913802, 8913826, 8932801-2","880-2-8932816, 8960347",info@givenseegroup.com,http://www.zahintex.com,,,,
ZEALBANGLA,Zeal Bangla Sugar Mills Ltd.,179.30,179.10,3:45 PM,174.10 - 183.30,1.7,1.25,0.96%,103.00 - 199.00,183.30,"7,141.00",177.60,71,177.60,"1,065.600",500.00,,60.00,Equity,10.0,1,"6,000,000",Food & Allied,"BSFIC,Chinishilpa Bhaban, 3,Dilkusha C/A, Dhaka.","9515669, 9565868",88-02-9555780,zbsmdp@gmail.com,http://www.bsfic.gov.bd/,Abdul Gofur Miah,01718119218,9515669,bsfic.ca@gmail.com
